00740,0,Puerto Real,PR,Fajardo Municipio,America/Puerto_Rico,US,18.33,-65.63
00741,0,Punta Santiago,PR,Humacao Municipio,America/Puerto_Rico,US,18.16,-65.75
00742,0,Roosevelt Roads,PR,,America/Puerto_Rico,US,18.27,-65.65
00744,0,Rio Blanco,PR,,America/Puerto_Rico,US,18.22,-65.79
00745,0,Rio Grande,PR,Rio Grande Municipio,America/Puerto_Rico,US,18.38,-65.83
00751,0,Salinas,PR,Salinas Municipio,America/Puerto_Rico,US,17.97,-66.29
00754,0,San Lorenzo,PR,San Lorenzo Municipio,America/Puerto_Rico,US,18.19,-65.96
00757,0,Santa Isabel,PR,Santa Isabel Municipio,America/Puerto_Rico,US,17.97,-66.4
00765,0,Vieques,PR,Vieques Municipio,America/Puerto_Rico,US,18.13,-65.44
00766,0,Villalba,PR,Villalba Municipio,America/Puerto_Rico,US,18.13,-66.48
00767,0,Yabucoa,PR,Yabucoa Municipio,America/Puerto_Rico,US,18.04,-65.87
00769,0,Coamo,PR,Coamo Municipio,America/Puerto_Rico,US,18.08,-66.36
00771,0,Las Piedras,PR,Las Piedras Municipio,America/Puerto_Rico,US,18.18,-65.86
00772,0,Loiza,PR,Loiza Municipio,America/Puerto_Rico,US,18.43,-65.88
00773,0,Luquillo,PR,Luquillo Municipio,America/Puerto_Rico,US,18.34,-65.72
00775,0,Culebra,PR,Culebra Municipio,America/Puerto_Rico,US,18.33,-65.3
00777,0,Juncos,PR,Juncos Municipio,America/Puerto_Rico,US,18.22,-65.91
00778,0,Gurabo,PR,Gurabo Municipio,America/Puerto_Rico,US,18.25,-65.97
00780,0,Coto Laurel,PR,Ponce Municipio,America/Puerto_Rico,US,18.09,-66.57
00782,0,Comerio,PR,Comerio Municipio,America/Puerto_Rico,US,18.22,-66.22
00783,0,Corozal,PR,Corozal Municipio,America/Puerto_Rico,US,18.34,-66.31
00784,0,Guayama,PR,Guayama Municipio,America/Puerto_Rico,US,17.97,-66.11
00785,0,Guayama,PR,,America/Puerto_Rico,US,17.97,-66.11
00786,0,La Plata,PR,Aibonito Municipio,America/Puerto_Rico,US,18.14,-66.23
00791,0,Humacao,PR,Humacao Municipio,America/Puerto_Rico,US,18.15,-65.81
00792,0,Humacao,PR,,America/Puerto_Rico,US,18.15,-65.81
00794,0,Barranquitas,PR,Barranquitas Municipio,America/Puerto_Rico,US,18.18,-66.3
00795,0,Juana Diaz,PR,Juana Diaz Municipio,America/Puerto_Rico,US,18.05,-66.5
00801,0,St Thomas,VI,,America/St_Thomas,US,18.35,-64.97
00802,0,St Thomas,VI,,America/St_Thomas,US,18.35,-64.93
00803,0,St Thomas,VI,,America/St_Thomas,US,18.35,-64.93
00804,0,St Thomas,VI,,America/St_Thomas,US,18.35,-64.93
00805,0,St Thomas,VI,,America/St_Thomas,US,18.34,-64.93
00820,0,Christiansted,VI,,America/St_Thomas,US,17.74,-64.7
00821,0,Christiansted,VI,,America/St_Thomas,US,17.74,-64.7
00822,0,Christiansted,VI,,America/St_Thomas,US,17.74,-64.7
00823,0,Christiansted,VI,,America/St_Thomas,US,17.72,-64.75
00824,0,Christiansted,VI,,America/St_Thomas,US,17.74,-64.68
00830,0,St John,VI,,America/St_Thomas,US,18.33,-64.79
00831,0,St John,VI,,America/St_Thomas,US,18.33,-64.79
00840,0,Frederiksted,VI,,America/St_Thomas,US,17.71,-64.88
00841,0,Frederiksted,VI,,America/St_Thomas,US,17.77,-64.81
00850,0,Kingshill,VI,,America/St_Thomas,US,17.73,-64.79
00851,0,Kingshill,VI,,America/St_Thomas,US,17.75,-64.79
00901,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.47,-66.11
00902,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00906,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.46,-66.09
00907,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.45,-66.08
00908,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00909,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.44,-66.07
00910,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00911,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.45,-66.06
00912,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.45,-66.06
00913,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.45,-66.04
00914,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00915,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.44,-66.05
00916,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00917,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.42,-66.05
00918,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.42,-66.07
00919,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00920,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.41,-66.09
00921,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.39,-66.09
00922,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00923,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.41,-66.04
00924,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.4,-66.01
00925,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.4,-66.05
00926,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.35,-66.05
00927,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.4,-66.06
00928,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00929,0,San Juan,PR,San Juan,America/Puerto_Rico,US,18.4,-66.06
00930,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00931,0,San Juan,PR,San Juan,America/Puerto_Rico,US,18.4,-66.06
00933,0,San Juan,PR,San Juan,America/Puerto_Rico,US,18.4,-66.06
00934,0,Fort Buchanan,PR,Guaynabo Municipio,America/Puerto_Rico,US,18.41,-66.12
00935,0,San Juan,PR,San Juan,America/Puerto_Rico,US,18.4,-66.06
00936,0,San Juan,PR,San Juan Municipio,America/Puerto_Rico,US,18.4,-66.07
00937,0,San Juan,PR,San Juan,America/Puerto_Rico,US,18.4,-66.06
00939,0,San Juan,PR,San Juan,America/Puerto_Rico,US,18.4,-66.06
00940,0,San Juan,PR,,America/Puerto_Rico,US,18.4,-66.06
00949,0,Toa Baja,PR,Toa Baja Municipio,America/Puerto_Rico,US,18.44,-66.25
00950,0,Toa Baja,PR,Dorado Municipio,America/Puerto_Rico,US,18.46,-66.23
00951,0,Toa Baja,PR,Toa Baja Municipio,America/Puerto_Rico,US,18.43,-66.26
00952,0,Sabana Seca,PR,Toa Baja Municipio,America/Puerto_Rico,US,18.42,-66.19
00953,0,Toa Alta,PR,Toa Alta Municipio,America/Puerto_Rico,US,18.39,-66.25
00954,0,Toa Alta,PR,Toa Alta,America/Puerto_Rico,US,18.39,-66.25
00955,0,San Juan,PR,San Juan,America/Puerto_Rico,US,18.4,-66.06
00956,0,Bayamon,PR,Bayamon Municipio,America/Puerto_Rico,US,18.32,-66.17
00957,0,Bayamon,PR,Bayamon Municipio,America/Puerto_Rico,US,18.37,-66.19
00958,0,Bayamon,PR,Bayamon,America/Puerto_Rico,US,18.28,-66.13
00959,0,Bayamon,PR,Bayamon Municipio,America/Puerto_Rico,US,18.39,-66.15
00960,0,Bayamon,PR,Bayamon Municipio,America/Puerto_Rico,US,18.42,-66.15
00961,0,Bayamon,PR,Bayamon Municipio,America/Puerto_Rico,US,18.41,-66.17
00962,0,Catano,PR,Catano Municipio,America/Puerto_Rico,US,18.44,-66.15
00963,0,Catano,PR,Catano,America/Puerto_Rico,US,18.43,-66.11
00965,0,Guaynabo,PR,Guaynabo Municipio,America/Puerto_Rico,US,18.43,-66.11
00966,0,Guaynabo,PR,Guaynabo Municipio,America/Puerto_Rico,US,18.4,-66.12
00968,0,Guaynabo,PR,Guaynabo Municipio,America/Puerto_Rico,US,18.41,-66.1
00969,0,Guaynabo,PR,Guaynabo Municipio,America/Puerto_Rico,US,18.38,-66.11
00970,0,Guaynabo,PR,,America/Puerto_Rico,US,18.38,-66.11
00971,0,Guaynabo,PR,Guaynabo Municipio,America/Puerto_Rico,US,18.32,-66.12
00975,0,San Juan,PR,San Juan,America/Puerto_Rico,US,18.4,-66.06
00976,0,Trujillo Alto,PR,Trujillo Alto Municipio,America/Puerto_Rico,US,18.36,-66.01
00977,0,Trujillo Alto,PR,,America/Puerto_Rico,US,18.36,-66.01
00978,0,Saint Just,PR,San Juan,America/Puerto_Rico,US,18.37,-66.01
00979,0,Carolina,PR,Carolina Municipio,America/Puerto_Rico,US,18.44,-66.03
00981,0,Carolina,PR,Carolina,America/Puerto_Rico,US,18.4,-65.98
00982,0,Carolina,PR,Carolina Municipio,America/Puerto_Rico,US,18.41,-65.99
00983,0,Carolina,PR,Carolina Municipio,America/Puerto_Rico,US,18.4,-65.98
00984,0,Carolina,PR,Carolina,America/Puerto_Rico,US,18.4,-65.98
00985,0,Carolina,PR,Carolina Municipio,America/Puerto_Rico,US,18.41,-65.95
00986,0,Carolina,PR,Carolina,America/Puerto_Rico,US,18.4,-65.98
00987,0,Carolina,PR,Carolina Municipio,America/Puerto_Rico,US,18.34,-65.94
00988,0,Carolina,PR,Carolina,America/Puerto_Rico,US,18.4,-65.98
01001,0,Agawam,MA,Hampden County,America/New_York,US,42.06,-72.61
01002,0,Amherst,MA,Hampshire County,America/New_York,US,42.37,-72.52
01003,0,Amherst,MA,Hampshire County,America/New_York,US,42.39,-72.52
01004,0,Amherst,MA,Hampshire County,America/New_York,US,42.37,-72.52
01005,0,Barre,MA,Worcester County,America/New_York,US,42.42,-72.1
01007,0,Belchertown,MA,Hampshire County,America/New_York,US,42.27,-72.4
01008,0,Blandford,MA,Hampden County,America/New_York,US,42.18,-72.93
01009,0,Bondsville,MA,Hampden County,America/New_York,US,42.21,-72.34
01010,0,Brimfield,MA,Hampden County,America/New_York,US,42.11,-72.2
01011,0,Chester,MA,Hampden County,America/New_York,US,42.28,-72.98
01012,0,Chesterfield,MA,Hampshire County,America/New_York,US,42.4,-72.85
01013,0,Chicopee,MA,Hampden County,America/New_York,US,42.15,-72.6
01014,0,Chicopee,MA,Hampden County,America/New_York,US,42.17,-72.57
01020,0,Chicopee,MA,Hampden County,America/New_York,US,42.17,-72.57
01021,0,Chicopee,MA,Hampden County,America/New_York,US,42.17,-72.57
01022,0,Chicopee,MA,Hampden County,America/New_York,US,42.2,-72.54
01026,0,Cummington,MA,Hampshire County,America/New_York,US,42.46,-72.9
01027,0,Easthampton,MA,Hampshire County,America/New_York,US,42.26,-72.68
01028,0,East Longmeadow,MA,Hampden County,America/New_York,US,42.06,-72.51
01029,0,East Otis,MA,Berkshire County,America/New_York,US,42.17,-73.03
01030,0,Feeding Hills,MA,Hampden County,America/New_York,US,42.06,-72.67
01031,0,Gilbertville,MA,Worcester County,America/New_York,US,42.33,-72.2
01032,0,Goshen,MA,Hampshire County,America/New_York,US,42.46,-72.81
01033,0,Granby,MA,Hampshire County,America/New_York,US,42.26,-72.52
01034,0,Granville,MA,Hampden County,America/New_York,US,42.06,-72.86
01035,0,Hadley,MA,Hampshire County,America/New_York,US,42.35,-72.58
01036,0,Hampden,MA,Hampden County,America/New_York,US,42.06,-72.41
01037,0,Hardwick,MA,Worcester County,America/New_York,US,42.35,-72.2
01038,0,Hatfield,MA,Hampshire County,America/New_York,US,42.37,-72.6
01039,0,Haydenville,MA,Hampshire County,America/New_York,US,42.39,-72.7
01040,0,Holyoke,MA,Hampden County,America/New_York,US,42.21,-72.64
01041,0,Holyoke,MA,Hampden County,America/New_York,US,42.21,-72.64
01050,0,Huntington,MA,Hampshire County,America/New_York,US,42.23,-72.88
01053,0,Leeds,MA,Hampshire County,America/New_York,US,42.35,-72.71
01054,0,Leverett,MA,Franklin County,America/New_York,US,42.45,-72.5
01056,0,Ludlow,MA,Hampden County,America/New_York,US,42.16,-72.48
01057,0,Monson,MA,Hampden County,America/New_York,US,42.09,-72.31
01059,0,North Amherst,MA,Hampshire County,America/New_York,US,42.4,-72.52
01060,0,Northampton,MA,Hampshire County,America/New_York,US,42.32,-72.63
01061,0,Northampton,MA,Hampshire County,America/New_York,US,42.32,-72.67
01062,0,Florence,MA,Hampshire County,America/New_York,US,42.32,-72.67
01063,0,Northampton,MA,Hampshire County,America/New_York,US,42.32,-72.64
01066,0,North Hatfield,MA,Hampshire County,America/New_York,US,42.41,-72.66
01068,0,Oakham,MA,Worcester County,America/New_York,US,42.35,-72.05
01069,0,Palmer,MA,Hampden County,America/New_York,US,42.16,-72.32
01070,0,Plainfield,MA,Hampshire County,America/New_York,US,42.51,-72.91
01071,0,Russell,MA,Hampden County,America/New_York,US,42.18,-72.85
01072,0,Shutesbury,MA,Franklin County,America/New_York,US,42.45,-72.4
01073,0,Southampton,MA,Hampshire County,America/New_York,US,42.23,-72.73
01074,0,South Barre,MA,Worcester County,America/New_York,US,42.38,-72.1
01075,0,South Hadley,MA,Hampshire County,America/New_York,US,42.26,-72.56
01077,0,Southwick,MA,Hampden County,America/New_York,US,42.05,-72.76
01079,0,Thorndike,MA,Hampden County,America/New_York,US,42.2,-72.33
01080,0,Three Rivers,MA,Hampden County,America/New_York,US,42.18,-72.37
01081,0,Wales,MA,Hampden County,America/New_York,US,42.06,-72.21
01082,0,Ware,MA,Hampshire County,America/New_York,US,42.25,-72.24
01083,0,Warren,MA,Worcester County,America/New_York,US,42.21,-72.19
01084,0,West Chesterfield,MA,Hampshire County,America/New_York,US,42.39,-72.88
01085,0,Westfield,MA,Hampden County,America/New_York,US,42.13,-72.75
01086,0,Westfield,MA,Hampden County,America/New_York,US,42.13,-72.79
01088,0,West Hatfield,MA,Hampshire County,America/New_York,US,42.39,-72.64
01089,0,West Springfield,MA,Hampden County,America/New_York,US,42.12,-72.65
01090,0,West Springfield,MA,Hampden County,America/New_York,US,42.12,-72.65
01092,0,West Warren,MA,Worcester County,America/New_York,US,42.19,-72.24
01093,0,Whately,MA,Franklin County,America/New_York,US,42.44,-72.65
01094,0,Wheelwright,MA,Worcester County,America/New_York,US,42.37,-72.14
01095,0,Wilbraham,MA,Hampden County,America/New_York,US,42.13,-72.43
01096,0,Williamsburg,MA,Hampshire County,America/New_York,US,42.4,-72.76
01097,0,Woronoco,MA,Hampden County,America/New_York,US,42.18,-72.83
01098,0,Worthington,MA,Hampshire County,America/New_York,US,42.41,-72.93
01101,0,Springfield,MA,Hampden County,America/New_York,US,42.11,-72.53
01102,0,Springfield,MA,Hampden County,America/New_York,US,42.11,-72.53
01103,0,Springfield,MA,Hampden County,America/New_York,US,42.1,-72.59
01104,0,Springfield,MA,Hampden County,America/New_York,US,42.13,-72.57
01105,0,Springfield,MA,Hampden County,America/New_York,US,42.1,-72.58
01106,0,Longmeadow,MA,Hampden County,America/New_York,US,42.04,-72.57
01107,0,Springfield,MA,Hampden County,America/New_York,US,42.12,-72.61
01108,0,Springfield,MA,Hampden County,America/New_York,US,42.08,-72.56
01109,0,Springfield,MA,Hampden County,America/New_York,US,42.11,-72.53
01111,0,Springfield,MA,Hampden County,America/New_York,US,42.11,-72.53
01115,0,Springfield,MA,Hampden County,America/New_York,US,42.11,-72.53
01116,0,Longmeadow,MA,Hampden County,America/New_York,US,42.04,-72.57
01118,0,Springfield,MA,Hampden County,America/New_York,US,42.09,-72.53
01119,0,Springfield,MA,Hampden County,America/New_York,US,42.12,-72.51
01128,0,Springfield,MA,Hampden County,America/New_York,US,42.09,-72.49
01129,0,Springfield,MA,Hampden County,America/New_York,US,42.12,-72.49
01133,1,Springfield,MA,Hampden County,America/New_York,US,42.1,-72.59
01138,0,Springfield,MA,Hampden County,America/New_York,US,42.11,-72.53
01139,0,Springfield,MA,Hampden County,America/New_York,US,42.11,-72.53
01144,0,Springfield,MA,Hampden County,America/New_York,US,42.1,-72.59
01151,0,Indian Orchard,MA,Hampden County,America/New_York,US,42.15,-72.51
01152,0,Springfield,MA,Hampden County,America/New_York,US,42.11,-72.53
01195,1,Springfield,MA,Hampden County,America/New_York,US,42.1,-72.58
01199,0,Springfield,MA,Hampden County,America/New_York,US,42.12,-72.6
01201,0,Pittsfield,MA,Berkshire County,America/New_York,US,42.45,-73.26
01202,0,Pittsfield,MA,Berkshire County,America/New_York,US,42.45,-73.26
01203,0,Pittsfield,MA,Berkshire County,America/New_York,US,42.45,-73.26
01220,0,Adams,MA,Berkshire County,America/New_York,US,42.62,-73.11
01222,0,Ashley Falls,MA,Berkshire County,America/New_York,US,42.05,-73.33
01223,0,Becket,MA,Berkshire County,America/New_York,US,42.33,-73.07
01224,0,Berkshire,MA,Berkshire County,America/New_York,US,42.5,-73.2
01225,0,Cheshire,MA,Berkshire County,America/New_York,US,42.55,-73.15
01226,0,Dalton,MA,Berkshire County,America/New_York,US,42.47,-73.16
01227,0,Dalton,MA,Berkshire County,America/New_York,US,42.47,-73.16
01229,0,Glendale,MA,Berkshire County,America/New_York,US,42.28,-73.34
01230,0,Great Barrington,MA,Berkshire County,America/New_York,US,42.19,-73.35
01235,0,Hinsdale,MA,Berkshire County,America/New_York,US,42.42,-73.07
01236,0,Housatonic,MA,Berkshire County,America/New_York,US,42.27,-73.38
01237,0,Lanesborough,MA,Berkshire County,America/New_York,US,42.51,-73.22
01238,0,Lee,MA,Berkshire County,America/New_York,US,42.3,-73.25
01240,0,Lenox,MA,Berkshire County,America/New_York,US,42.35,-73.28
01242,0,Lenox Dale,MA,Berkshire County,America/New_York,US,42.33,-73.25
01243,0,Middlefield,MA,Hampshire County,America/New_York,US,42.35,-73.01
01244,0,Mill River,MA,Berkshire County,America/New_York,US,42.12,-73.26
01245,0,Monterey,MA,Berkshire County,America/New_York,US,42.18,-73.21
01247,0,North Adams,MA,Berkshire County,America/New_York,US,42.68,-73.11
01252,0,North Egremont,MA,Berkshire County,America/New_York,US,42.17,-73.44
01253,0,Otis,MA,Berkshire County,America/New_York,US,42.21,-73.11
01254,0,Richmond,MA,Berkshire County,America/New_York,US,42.37,-73.36
01255,0,Sandisfield,MA,Berkshire County,America/New_York,US,42.11,-73.13
01256,0,Savoy,MA,Berkshire County,America/New_York,US,42.56,-73.02
01257,0,Sheffield,MA,Berkshire County,America/New_York,US,42.1,-73.34
01258,0,South Egremont,MA,Berkshire County,America/New_York,US,42.11,-73.46
01259,0,Southfield,MA,Berkshire County,America/New_York,US,42.07,-73.23
01260,0,South Lee,MA,Berkshire County,America/New_York,US,42.26,-73.28
01262,0,Stockbridge,MA,Berkshire County,America/New_York,US,42.3,-73.32
01263,0,Stockbridge,MA,Berkshire County,America/New_York,US,42.3,-73.32
01264,0,Tyringham,MA,Berkshire County,America/New_York,US,42.24,-73.19
01266,0,West Stockbridge,MA,Berkshire County,America/New_York,US,42.31,-73.39
01267,0,Williamstown,MA,Berkshire County,America/New_York,US,42.7,-73.2
01270,0,Windsor,MA,Berkshire County,America/New_York,US,42.51,-73.04
01301,0,Greenfield,MA,Franklin County,America/New_York,US,42.58,-72.59
01302,0,Greenfield,MA,Franklin County,America/New_York,US,42.58,-72.59
01330,0,Ashfield,MA,Franklin County,America/New_York,US,42.53,-72.78
01331,0,Athol,MA,Worcester County,America/New_York,US,42.59,-72.23
01337,0,Bernardston,MA,Franklin County,America/New_York,US,42.66,-72.55
01338,0,Buckland,MA,Franklin County,America/New_York,US,42.58,-72.81
01339,0,Charlemont,MA,Franklin County,America/New_York,US,42.63,-72.88
01340,0,Colrain,MA,Franklin County,America/New_York,US,42.66,-72.68
01341,0,Conway,MA,Franklin County,America/New_York,US,42.51,-72.68
01342,0,Deerfield,MA,Franklin County,America/New_York,US,42.55,-72.6
01343,0,Drury,MA,Berkshire County,America/New_York,US,42.66,-72.98
01344,0,Erving,MA,Franklin County,America/New_York,US,42.6,-72.4
01346,0,Heath,MA,Franklin County,America/New_York,US,42.66,-72.83
01347,0,Lake Pleasant,MA,Franklin County,America/New_York,US,42.56,-72.51
01349,0,Millers Falls,MA,Franklin County,America/New_York,US,42.56,-72.48
01350,0,Monroe Bridge,MA,Franklin County,America/New_York,US,42.72,-72.98
01351,0,Montague,MA,Franklin County,America/New_York,US,42.53,-72.53
01354,0,Gill,MA,Franklin County,America/New_York,US,42.62,-72.51
01355,0,New Salem,MA,Franklin County,America/New_York,US,42.5,-72.33
01360,0,Northfield,MA,Franklin County,America/New_York,US,42.7,-72.43
01364,0,Orange,MA,Franklin County,America/New_York,US,42.59,-72.3
01366,0,Petersham,MA,Worcester County,America/New_York,US,42.48,-72.18
